# schema=1
# from_map	from_x	from_y	to_map	to_x	to_y	one_way	gated	reserved	source
izlude_c	130	257	iz_ac01_c	99	29	0	0	0	npc/re/warps/cities/izlude.txt:183
izlude_c	213	161	arena_room	100	30	1	0	0	npc/re/warps/other/arena.txt:38
izlude_d	20	98	prt_fild08d	367	212	0	0	0	npc/re/warps/cities/izlude.txt:66
izlude_d	52	172	izlude_in	74	161	1	0	0	npc/re/warps/cities/izlude.txt:74
izlude_d	110	182	izlude_in	65	87	1	0	0	npc/re/warps/cities/izlude.txt:70
izlude_d	125	257	iz_ac01_d	99	29	0	0	0	npc/re/warps/cities/izlude.txt:180
izlude_d	130	257	iz_ac01_d	99	29	0	0	0	npc/re/warps/cities/izlude.txt:184
izlude_d	213	161	arena_room	100	30	1	0	0	npc/re/warps/other/arena.txt:39
izlude_in	43	169	izlude_in	63	169	0	0	0	npc/re/warps/cities/izlude.txt:49
izlude_in	65	84	izlude	112	179	0	0	0	npc/re/warps/cities/izlude.txt:46
izlude_in	74	158	izlude	52	168	0	0	0	npc/re/warps/cities/izlude.txt:48
izlude_in	87	169	izlude_in	111	169	0	0	0	npc/re/warps/cities/izlude.txt:50
izlude_in	108	169	izlude_in	84	169	0	0	0	npc/re/warps/cities/izlude.txt:51
izlude_in	116	46	izlude	128	98	0	0	0	npc/re/warps/cities/izlude.txt:44
izlude_in	148	127	izlude	210	161	0	0	0	npc/re/warps/cities/izlude.txt:52
izlude_in	171	97	izlude_in	172	119	0	0	0	npc/re/warps/cities/izlude.txt:56
izlude_in	172	116	izlude_in	172	94	0	0	0	npc/re/warps/cities/izlude.txt:55
izlude_in	172	139	izlude_in	172	161	0	0	0	npc/re/warps/cities/izlude.txt:53
izlude_in	172	158	izlude_in	172	136	0	0	0	npc/re/warps/cities/izlude.txt:54
job3_arch01	29	24	odin_tem02	282	263	1	0	0	npc/re/warps/other/jobquests.txt:42
job3_gen01	7	59	job3_gen01	72	52	0	0	0	npc/re/warps/other/jobquests.txt:57
job3_gen01	49	49	lighthalzen	54	132	0	0	0	npc/re/warps/other/jobquests.txt:56
job3_gen01	71	56	job3_gen01	11	60	0	0	0	npc/re/warps/other/jobquests.txt:58
job3_guil01	6	93	veins	254	255	0	0	0	npc/re/warps/other/jobquests.txt:46
job3_guil01	11	4	job3_guil01	51	50	0	0	0	npc/re/warps/other/jobquests.txt:50
job3_guil01	18	48	job3_guil01	68	91	0	0	0	npc/re/warps/other/jobquests.txt:47
job3_guil01	65	50	job3_guil01	83	77	0	0	0	npc/re/warps/other/jobquests.txt:49
job3_guil01	67	95	job3_guil01	18	53	0	0	0	npc/re/warps/other/jobquests.txt:48
job3_guil01	79	27	job3_guil01	51	50	0	0	0	npc/re/warps/other/jobquests.txt:51
job3_guil01	143	61	job3_guil01	51	50	0	0	0	npc/re/warps/other/jobquests.txt:52
job3_sha01	71	19	tha_t01	149	224	1	0	0	npc/re/warps/other/jobquests.txt:61
job_knt	89	98	prt_in	77	99	1	0	0	npc/re/warps/other/jobquests.txt:37
job_sage	55	154	yuno_in03	169	171	1	0	0	npc/re/warps/other/jobquests.txt:39
job_wiz	49	154	gef_tower	108	29	1	0	0	npc/re/warps/other/jobquests.txt:38
lhz_fild01	296	382	ra_fild06	298	25	0	0	0	npc/re/warps/fields/rachel_fild.txt:52
lighthalzen	41	52	s_atelier	18	72	0	0	0	npc/re/warps/other/s_workshop.txt:45
lighthalzen	52	132	job3_gen01	45	50	0	0	0	npc/re/warps/other/jobquests.txt:55
ma_fild01	37	272	malaya	367	277	0	0	0	npc/re/warps/cities/malaya.txt:42
ma_fild01	251	190	ma_in01	108	160	0	0	0	npc/re/warps/cities/malaya.txt:52
ma_fild01	266	359	ma_fild02	248	36	0	0	0	npc/re/warps/cities/malaya.txt:46
ma_fild01	288	52	ma_scene01	142	78	0	0	0	npc/re/warps/cities/malaya.txt:48
ma_fild02	248	33	ma_fild01	266	356	0	0	0	npc/re/warps/cities/malaya.txt:47
ma_in01	9	24	malaya	296	167	0	0	0	npc/re/warps/cities/malaya.txt:50
ma_in01	24	77	malaya	178	208	0	0	0	npc/re/warps/cities/malaya.txt:40
ma_in01	33	152	malaya	52	75	0	0	0	npc/re/warps/cities/malaya.txt:43
ma_in01	86	16	malaya	115	212	0	0	0	npc/re/warps/cities/malaya.txt:39
ma_in01	105	92	malaya	310	67	0	0	0	npc/re/warps/cities/malaya.txt:45
ma_in01	105	160	ma_fild01	248	190	0	0	0	npc/re/warps/cities/malaya.txt:53
ma_in01	126	17	malaya	261	237	0	0	0	npc/re/warps/cities/malaya.txt:51
ma_scene01	140	80	ma_fild01	288	55	0	0	0	npc/re/warps/cities/malaya.txt:49
mal_dun01	30	230	malangdo	75	236	0	0	0	npc/re/warps/cities/malangdo.txt:64
mal_in01	9	16	malangdo	238	149	0	0	0	npc/re/warps/cities/malangdo.txt:38
mal_in01	11	218	mal_in01	75	220	0	0	0	npc/re/warps/cities/malangdo.txt:53
mal_in01	18	67	mal_in01	65	65	0	0	0	npc/re/warps/cities/malangdo.txt:59
mal_in01	18	78	malangdo	135	111	0	0	0	npc/re/warps/cities/malangdo.txt:58
mal_in01	18	161	malangdo	115	166	0	0	0	npc/re/warps/cities/malangdo.txt:42
mal_in01	18	173	mal_in01	72	173	0	0	0	npc/re/warps/cities/malangdo.txt:43
mal_in01	20	15	mal_in01	65	11	0	0	0	npc/re/warps/cities/malangdo.txt:39
mal_in01	20	119	mal_in01	65	117	0	0	0	npc/re/warps/cities/malangdo.txt:49
mal_in01	30	119	malangdo	115	150	0	0	0	npc/re/warps/cities/malangdo.txt:48
mal_in01	38	217	malangdo	121	138	0	0	0	npc/re/warps/cities/malangdo.txt:52
mal_in01	67	12	mal_in01	20	13	0	0	0	npc/re/warps/cities/malangdo.txt:40
mal_in01	67	66	mal_in01	20	67	0	0	0	npc/re/warps/cities/malangdo.txt:60
mal_in01	67	118	mal_in01	20	117	0	0	0	npc/re/warps/cities/malangdo.txt:50
mal_in01	73	170	mal_in01	124	172	0	0	0	npc/re/warps/cities/malangdo.txt:45
mal_in01	75	174	mal_in01	18	171	0	0	0	npc/re/warps/cities/malangdo.txt:44
mal_in01	75	222	mal_in01	12	221	0	0	0	npc/re/warps/cities/malangdo.txt:54
mal_in01	79	219	mal_in01	140	216	0	0	0	npc/re/warps/cities/malangdo.txt:55
mal_in01	124	175	mal_in01	70	170	0	0	0	npc/re/warps/cities/malangdo.txt:46
mal_in01	140	213	mal_in01	80	216	0	0	0	npc/re/warps/cities/malangdo.txt:56
mal_in01	163	13	malangdo	135	274	0	0	0	npc/re/warps/cities/malangdo.txt:62
mal_in02	34	60	mal_in02	53	59	0	0	0	npc/re/warps/cities/malangdo.txt:70
mal_in02	51	60	mal_in02	31	60	0	0	0	npc/re/warps/cities/malangdo.txt:69
mal_in02	60	61	malangdo	164	163	0	0	0	npc/re/warps/cities/malangdo.txt:68
mal_in02	63	35	mal_in02	64	55	0	0	0	npc/re/warps/cities/malangdo.txt:72
mal_in02	63	53	mal_in02	63	33	0	0	0	npc/re/warps/cities/malangdo.txt:71
mal_in02	63	66	mal_in02	63	89	0	0	0	npc/re/warps/cities/malangdo.txt:73
mal_in02	64	87	mal_in02	63	64	0	0	0	npc/re/warps/cities/malangdo.txt:74
mal_in02	101	35	mal_in02	102	55	0	0	0	npc/re/warps/cities/malangdo.txt:76
mal_in02	101	53	mal_in02	101	33	0	0	0	npc/re/warps/cities/malangdo.txt:75
mal_in02	101	66	mal_in02	101	89	0	0	0	npc/re/warps/cities/malangdo.txt:77
mal_in02	102	87	mal_in02	101	64	0	0	0	npc/re/warps/cities/malangdo.txt:78
mal_in02	137	53	mal_in02	139	33	0	0	0	npc/re/warps/cities/malangdo.txt:79
mal_in02	137	66	mal_in02	139	89	0	0	0	npc/re/warps/cities/malangdo.txt:81
mal_in02	139	35	mal_in02	138	55	0	0	0	npc/re/warps/cities/malangdo.txt:80
mal_in02	140	87	mal_in02	137	64	0	0	0	npc/re/warps/cities/malangdo.txt:82
mal_in02	142	60	mal_in02	162	61	0	0	0	npc/re/warps/cities/malangdo.txt:83
mal_in02	159	61	mal_in02	140	59	0	0	0	npc/re/warps/cities/malangdo.txt:84
malangdo	73	239	mal_dun01	33	230	0	0	0	npc/re/warps/cities/malangdo.txt:63
malangdo	112	167	mal_in01	17	163	0	0	0	npc/re/warps/cities/malangdo.txt:41
malangdo	113	151	mal_in01	28	118	0	0	0	npc/re/warps/cities/malangdo.txt:47
malangdo	119	137	mal_in01	36	216	0	0	0	npc/re/warps/cities/malangdo.txt:51
malangdo	135	109	mal_in01	19	76	0	0	0	npc/re/warps/cities/malangdo.txt:57
malangdo	135	276	mal_in01	164	15	0	0	0	npc/re/warps/cities/malangdo.txt:61
malangdo	162	163	mal_in02	58	61	0	0	0	npc/re/warps/cities/malangdo.txt:67
malangdo	240	150	mal_in01	11	17	0	0	0	npc/re/warps/cities/malangdo.txt:37
malaya	112	212	ma_in01	83	16	0	1	0	npc/re/warps/cities/malaya.txt:79
malaya	178	211	ma_in01	24	80	0	1	0	npc/re/warps/cities/malaya.txt:66
malaya	261	240	ma_in01	126	20	0	1	0	npc/re/warps/cities/malaya.txt:105
malaya	299	167	ma_in01	12	24	0	1	0	npc/re/warps/cities/malaya.txt:92
malaya	300	211	ma_in01	36	152	0	1	0	npc/re/warps/cities/malaya.txt:118
malaya	300	211	malaya	59	246	0	1	0	npc/re/warps/cities/malaya.txt:152
malaya	300	211	malaya	71	43	0	1	0	npc/re/warps/cities/malaya.txt:136
malaya	300	211	malaya	134	247	0	1	0	npc/re/warps/cities/malaya.txt:142
malaya	300	211	malaya	239	221	0	1	0	npc/re/warps/cities/malaya.txt:150
malaya	300	211	malaya	241	238	0	1	0	npc/re/warps/cities/malaya.txt:134
malaya	300	211	malaya	254	68	0	1	0	npc/re/warps/cities/malaya.txt:154
malaya	300	211	malaya	284	129	0	1	0	npc/re/warps/cities/malaya.txt:138
malaya	300	211	malaya	294	293	0	1	0	npc/re/warps/cities/malaya.txt:146
malaya	300	211	malaya	341	150	0	1	0	npc/re/warps/cities/malaya.txt:144
malaya	309	70	ma_in01	108	92	0	0	0	npc/re/warps/cities/malaya.txt:44
malaya	370	277	ma_fild01	40	272	0	0	0	npc/re/warps/cities/malaya.txt:41
mid_camp	210	292	dali	141	82	0	1	0	npc/re/warps/other/dimensional_gap.txt:40
moc_fild01	22	242	prt_fild09	380	237	0	0	0	npc/re/warps/fields/morroc_fild.txt:41
moc_fild01	56	384	prt_fild08	54	24	0	0	0	npc/re/warps/fields/morroc_fild.txt:47
moc_fild01	239	382	prt_fild08	233	20	0	0	0	npc/re/warps/fields/morroc_fild.txt:42
moc_fild01	301	16	moc_fild02	77	338	0	0	0	npc/re/warps/fields/morroc_fild.txt:43
moc_fild01	321	16	moc_fild02	77	338	0	0	0	npc/re/warps/fields/morroc_fild.txt:44
moc_fild01	341	16	moc_fild02	77	338	0	0	0	npc/re/warps/fields/morroc_fild.txt:45
moc_fild01	379	162	pay_fild04	20	165	0	0	0	npc/re/warps/fields/morroc_fild.txt:46
moc_fild02	67	342	moc_fild01	315	25	0	0	0	npc/re/warps/fields/morroc_fild.txt:52
moc_fild02	71	18	moc_fild13	146	365	0	0	0	npc/re/warps/fields/morroc_fild.txt:53
moc_fild02	92	342	moc_fild01	315	25	0	0	0	npc/re/warps/fields/morroc_fild.txt:54
moc_fild02	228	29	moc_fild13	298	367	0	0	0	npc/re/warps/fields/morroc_fild.txt:49
moc_fild02	332	19	moc_fild03	70	336	0	0	0	npc/re/warps/fields/morroc_fild.txt:50
moc_fild02	350	339	pay_fild04	194	20	0	0	0	npc/re/warps/fields/morroc_fild.txt:51
moc_fild03	17	37	moc_fild13	305	49	0	0	0	npc/re/warps/fields/morroc_fild.txt:55
moc_fild03	70	341	moc_fild02	332	23	0	0	0	npc/re/warps/fields/morroc_fild.txt:58
moc_fild03	303	170	pay_fild01	17	152	0	0	0	npc/re/warps/fields/morroc_fild.txt:57
moc_fild07	198	21	morocc	160	294	1	0	0	npc/re/warps/fields/morroc_fild.txt:88
moc_fild11	26	161	moc_fild12	286	168	0	0	0	npc/re/warps/fields/morroc_fild.txt:107
moc_fild11	212	29	moc_fild17	218	366	0	0	0	npc/re/warps/fields/morroc_fild.txt:106
moc_fild11	377	197	moc_fild20	36	177	1	0	0	npc/re/warps/fields/morroc_fild.txt:109
moc_fild12	118	30	moc_fild18	158	379	0	0	0	npc/re/warps/fields/morroc_fild.txt:110
moc_fild12	159	381	morocc	160	20	1	0	0	npc/re/warps/fields/morroc_fild.txt:111
moc_fild12	289	168	moc_fild11	29	161	0	0	0	npc/re/warps/fields/morroc_fild.txt:112
moc_fild13	146	368	moc_fild02	71	21	0	0	0	npc/re/warps/fields/morroc_fild.txt:113
moc_fild13	298	370	moc_fild02	228	32	0	0	0	npc/re/warps/fields/morroc_fild.txt:116
moc_fild13	308	49	moc_fild03	20	37	0	0	0	npc/re/warps/fields/morroc_fild.txt:117
moc_fild16	16	179	moc_fild17	366	272	0	0	0	npc/re/warps/fields/morroc_fild.txt:133
moc_fild17	30	300	moc_fild18	379	305	0	0	0	npc/re/warps/fields/morroc_fild.txt:137
moc_fild17	218	369	moc_fild11	212	32	0	0	0	npc/re/warps/fields/morroc_fild.txt:136
moc_fild17	369	272	moc_fild16	19	179	0	0	0	npc/re/warps/fields/morroc_fild.txt:138
moc_fild18	51	170	cmd_fild09	363	164	0	0	0	npc/re/warps/fields/com_fild.txt:70
moc_fild18	158	382	moc_fild12	118	33	0	0	0	npc/re/warps/fields/morroc_fild.txt:139
moc_fild18	382	305	moc_fild17	33	300	0	0	0	npc/re/warps/fields/morroc_fild.txt:140
moc_fild19	71	170	moc_ruins	71	19	1	0	0	npc/re/warps/fields/morroc_fild.txt:142
moc_fild19	98	99	in_sphinx1	288	9	1	0	0	npc/re/warps/fields/morroc_fild.txt:143
moc_fild19	169	107	morocc	27	164	1	0	0	npc/re/warps/fields/morroc_fild.txt:141
moc_fild21	26	196	moc_fild20	349	179	1	0	0	npc/re/warps/fields/morroc_fild.txt:146
moc_fild22	32	196	moc_fild20	349	179	1	0	0	npc/re/warps/fields/morroc_fild.txt:147
moc_fild22b	222	200	dali	119	56	0	1	0	npc/re/warps/other/dimensional_gap.txt:50
moc_para01	41	187	moc_para01	179	93	0	0	0	npc/re/warps/other/paradise.txt:44
moc_para01	47	161	moc_para01	47	18	0	0	0	npc/re/warps/other/paradise.txt:38
moc_para01	48	16	moc_para01	48	164	0	0	0	npc/re/warps/other/paradise.txt:37
moc_para01	49	86	moc_para01	103	27	0	0	0	npc/re/warps/other/paradise.txt:41
moc_para01	57	27	moc_para01	162	26	0	0	0	npc/re/warps/other/paradise.txt:35
moc_para01	100	27	moc_para01	47	85	0	0	0	npc/re/warps/other/paradise.txt:40
moc_para01	102	92	moc_para01	109	33	0	0	0	npc/re/warps/other/paradise.txt:43
moc_para01	107	12	moc_para01	47	37	0	0	0	npc/re/warps/other/paradise.txt:39
moc_para01	113	32	moc_para01	105	92	0	0	0	npc/re/warps/other/paradise.txt:42
moc_para01	158	26	moc_para01	55	27	0	0	0	npc/re/warps/other/paradise.txt:36
moc_para01	179	90	moc_para01	41	185	0	0	0	npc/re/warps/other/paradise.txt:45
moc_prydn1	223	9	moc_prydn2	192	8	0	0	0	npc/re/warps/dungeons/moc_pryd.txt:35
moc_prydn2	195	8	moc_prydn1	220	9	0	0	0	npc/re/warps/dungeons/moc_pryd.txt:36
monk_in	40	38	monk_in	71	46	0	0	0	npc/re/warps/fields/prontera_fild.txt:139
monk_in	40	92	monk_in	71	84	0	0	0	npc/re/warps/fields/prontera_fild.txt:140
monk_in	69	46	monk_in	38	38	0	0	0	npc/re/warps/fields/prontera_fild.txt:141
monk_in	69	84	monk_in	38	92	0	0	0	npc/re/warps/fields/prontera_fild.txt:142
monk_in	98	27	prt_monk	245	104	0	0	0	npc/re/warps/fields/prontera_fild.txt:144
monk_in	98	186	prt_monk	245	139	0	0	0	npc/re/warps/fields/prontera_fild.txt:143
monk_in	99	102	monk_in	99	143	0	0	0	npc/re/warps/fields/prontera_fild.txt:145
monk_in	99	141	monk_in	99	100	0	0	0	npc/re/warps/fields/prontera_fild.txt:146
monk_in	128	46	monk_in	161	38	0	0	0	npc/re/warps/fields/prontera_fild.txt:135
monk_in	128	84	monk_in	161	90	0	0	0	npc/re/warps/fields/prontera_fild.txt:136
monk_in	159	38	monk_in	126	46	0	0	0	npc/re/warps/fields/prontera_fild.txt:137
monk_in	159	90	monk_in	126	84	0	0	0	npc/re/warps/fields/prontera_fild.txt:138
mora	20	159	bif_fild02	99	308	1	0	0	npc/re/warps/fields/bif_fild.txt:39
mora	56	25	bif_fild02	176	162	1	0	0	npc/re/warps/fields/bif_fild.txt:40
mora	182	74	bif_fild02	286	327	1	0	0	npc/re/warps/fields/bif_fild.txt:38
new_1-3	96	176	iz_ac01	49	73	1	0	0	npc/re/warps/cities/izlude.txt:174
pay_fild01	13	152	moc_fild03	299	170	0	0	0	npc/re/warps/fields/payon_fild.txt:37
pay_fild01	278	14	pay_fild02	83	382	0	0	0	npc/re/warps/fields/payon_fild.txt:38
pay_fild01	353	14	pay_fild02	160	381	0	0	0	npc/re/warps/fields/payon_fild.txt:39
pay_fild01	379	201	pay_fild07	23	207	0	0	0	npc/re/warps/fields/payon_fild.txt:40
pay_fild02	83	386	pay_fild01	278	18	0	0	0	npc/re/warps/fields/payon_fild.txt:45
pay_fild02	167	390	pay_fild01	354	18	0	0	0	npc/re/warps/fields/payon_fild.txt:43
pay_fild02	284	108	pay_fild03	20	110	0	0	0	npc/re/warps/fields/payon_fild.txt:44
pay_fild03	15	110	pay_fild02	280	108	0	0	0	npc/re/warps/fields/payon_fild.txt:46
pay_fild03	172	281	pay_fild07	167	20	0	0	0	npc/re/warps/fields/payon_fild.txt:47
pay_fild03	313	16	pay_fild06	305	372	0	0	0	npc/re/warps/fields/payon_fild.txt:48
pay_fild03	392	63	alberta	19	233	1	0	0	npc/re/warps/fields/payon_fild.txt:49
pay_fild04	17	165	moc_fild01	376	162	0	0	0	npc/re/warps/fields/payon_fild.txt:50
pay_fild04	194	17	moc_fild02	350	336	0	0	0	npc/re/warps/fields/payon_fild.txt:51
pay_fild06	305	375	pay_fild03	313	19	0	0	0	npc/re/warps/fields/payon_fild.txt:55
pay_fild07	16	200	pay_fild01	371	205	0	0	0	npc/re/warps/fields/payon_fild.txt:56
pay_fild07	163	17	pay_fild03	177	275	0	0	0	npc/re/warps/fields/payon_fild.txt:57
pay_fild07	280	382	pay_fild08	160	19	0	0	0	npc/re/warps/fields/payon_fild.txt:58
pay_fild07	382	290	pay_fild10	19	290	0	0	0	npc/re/warps/fields/payon_fild.txt:59
pay_fild08	17	75	payon	265	92	1	0	0	npc/re/warps/fields/payon_fild.txt:61
pay_fild08	160	16	pay_fild07	280	379	0	0	0	npc/re/warps/fields/payon_fild.txt:60
pay_fild08	262	91	pay_fild09	19	91	0	0	0	npc/re/warps/fields/payon_fild.txt:62
pay_fild09	16	91	pay_fild08	259	91	0	0	0	npc/re/warps/fields/payon_fild.txt:64
pay_fild09	112	16	pay_fild10	112	379	0	0	0	npc/re/warps/fields/payon_fild.txt:63
pay_fild10	16	290	pay_fild07	379	290	0	0	0	npc/re/warps/fields/payon_fild.txt:66
pay_fild10	99	13	pay_fild10	148	252	0	0	0	npc/re/warps/fields/payon_fild.txt:67
pay_fild10	112	382	pay_fild09	112	19	0	0	0	npc/re/warps/fields/payon_fild.txt:65
prontera	272	108	s_atelier	13	119	0	0	0	npc/re/warps/other/s_workshop.txt:40
prt_fild00	18	129	gef_fild00	376	140	0	0	0	npc/re/warps/fields/prontera_fild.txt:42
prt_fild00	159	383	mjolnir_07	156	19	1	0	0	npc/re/warps/fields/prontera_fild.txt:40
prt_fild00	165	18	prt_fild04	158	384	0	0	0	npc/re/warps/fields/prontera_fild.txt:41
prt_fild00	317	18	prt_fild04	323	384	0	0	0	npc/re/warps/fields/prontera_fild.txt:43
prt_fild00	383	249	mjolnir_09	33	248	1	0	0	npc/re/warps/fields/prontera_fild.txt:44
prt_fild01	20	292	mjolnir_09	370	288	1	0	0	npc/re/warps/fields/prontera_fild.txt:47
prt_fild01	66	373	mjolnir_10	66	18	1	0	0	npc/re/warps/fields/prontera_fild.txt:52
prt_fild01	136	373	prt_maze01	99	31	1	0	0	npc/re/warps/fields/prontera_fild.txt:45
prt_fild01	199	24	prt_gld	159	295	1	0	0	npc/re/warps/fields/prontera_fild.txt:46
prt_fild01	261	373	mjolnir_10	265	16	1	0	0	npc/re/warps/fields/prontera_fild.txt:48
prt_fild01	380	243	prt_fild02	20	242	0	0	0	npc/re/warps/fields/prontera_fild.txt:49
prt_fild01	382	304	prt_fild02	20	305	0	0	0	npc/re/warps/fields/prontera_fild.txt:50
prt_fild01	382	351	prt_fild02	20	350	0	0	0	npc/re/warps/fields/prontera_fild.txt:51
prt_fild02	17	242	prt_fild01	377	243	0	0	0	npc/re/warps/fields/prontera_fild.txt:53
prt_fild02	17	305	prt_fild01	379	302	0	0	0	npc/re/warps/fields/prontera_fild.txt:54
prt_fild02	17	350	prt_fild01	379	351	0	0	0	npc/re/warps/fields/prontera_fild.txt:55
prt_fild02	173	382	mjolnir_11	174	23	1	0	0	npc/re/warps/fields/prontera_fild.txt:56
prt_fild02	305	17	prt_fild06	277	315	0	0	0	npc/re/warps/fields/prontera_fild.txt:57
prt_fild02	380	347	prt_fild03	23	249	0	0	0	npc/re/warps/fields/prontera_fild.txt:58
prt_fild03	16	249	prt_fild02	373	353	0	0	0	npc/re/warps/fields/prontera_fild.txt:59
prt_fild03	371	256	prt_monk	25	248	0	0	0	npc/re/warps/fields/prontera_fild.txt:60
prt_fild04	17	114	gef_fild01	375	111	0	0	0	npc/re/warps/fields/prontera_fild.txt:62
prt_fild04	160	387	prt_fild00	164	24	0	0	0	npc/re/warps/fields/prontera_fild.txt:61
prt_fild04	323	387	prt_fild00	315	21	0	0	0	npc/re/warps/fields/prontera_fild.txt:63
prt_fild04	378	72	prt_fild05	17	59	0	0	0	npc/re/warps/fields/prontera_fild.txt:64
prt_fild04	384	155	prt_fild05	20	134	0	0	0	npc/re/warps/fields/prontera_fild.txt:65
prt_fild04	384	334	prt_fild05	20	333	0	0	0	npc/re/warps/fields/prontera_fild.txt:66
prt_fild05	13	63	prt_fild04	374	73	0	0	0	npc/re/warps/fields/prontera_fild.txt:68
prt_fild05	14	141	prt_fild04	380	158	0	0	0	npc/re/warps/fields/prontera_fild.txt:70
prt_fild05	15	333	prt_fild04	380	332	0	0	0	npc/re/warps/fields/prontera_fild.txt:71
prt_fild05	105	381	mjolnir_09	106	34	1	0	0	npc/re/warps/fields/prontera_fild.txt:67
prt_fild05	134	14	prt_fild07	129	374	0	0	0	npc/re/warps/fields/prontera_fild.txt:69
prt_fild05	255	14	prt_fild07	248	369	0	0	0	npc/re/warps/fields/prontera_fild.txt:72
prt_fild05	292	385	mjolnir_09	305	33	1	0	0	npc/re/warps/fields/prontera_fild.txt:73
prt_fild05	373	205	prontera	26	203	1	0	0	npc/re/warps/fields/prontera_fild.txt:74
prt_fild06	23	193	prontera	285	203	1	0	0	npc/re/warps/fields/prontera_fild.txt:75
prt_fild06	277	320	prt_fild02	305	22	0	0	0	npc/re/warps/fields/prontera_fild.txt:76
prt_fild07	13	64	gef_fild02	376	69	0	0	0	npc/re/warps/fields/prontera_fild.txt:77
prt_fild07	14	289	gef_fild02	375	292	0	0	0	npc/re/warps/fields/prontera_fild.txt:79
prt_fild07	17	145	gef_fild02	376	156	0	0	0	npc/re/warps/fields/prontera_fild.txt:80
prt_fild07	84	13	prt_fild09	87	377	0	0	0	npc/re/warps/fields/prontera_fild.txt:85
prt_fild07	132	381	prt_fild05	142	18	0	0	0	npc/re/warps/fields/prontera_fild.txt:78
prt_fild07	206	12	prt_fild09	224	377	0	0	0	npc/re/warps/fields/prontera_fild.txt:81
prt_fild07	248	376	prt_fild05	257	18	0	0	0	npc/re/warps/fields/prontera_fild.txt:82
prt_fild07	383	239	prt_fild08	20	239	0	0	0	npc/re/warps/fields/prontera_fild.txt:83
prt_fild07	385	186	prt_fild08	20	186	0	0	0	npc/re/warps/fields/prontera_fild.txt:84
prt_fild08	16	187	prt_fild07	380	186	0	0	0	npc/re/warps/fields/prontera_fild.txt:86
prt_fild08	16	239	prt_fild07	379	239	0	0	0	npc/re/warps/fields/prontera_fild.txt:87
prt_fild08	55	21	moc_fild01	56	380	0	0	0	npc/re/warps/fields/prontera_fild.txt:90
prt_fild08	170	378	prontera	156	26	1	0	0	npc/re/warps/fields/prontera_fild.txt:88
prt_fild08	233	16	moc_fild01	238	378	0	0	0	npc/re/warps/fields/prontera_fild.txt:89
prt_fild08	371	212	izlude	24	98	0	0	0	npc/re/warps/cities/izlude.txt:42
prt_fild08a	16	187	prt_fild07	380	186	1	0	0	npc/re/warps/fields/prontera_fild.txt:113
prt_fild08a	16	239	prt_fild07	379	239	1	0	0	npc/re/warps/fields/prontera_fild.txt:117
prt_fild08a	55	21	moc_fild01	56	380	1	0	0	npc/re/warps/fields/prontera_fild.txt:129
prt_fild08a	170	378	prontera	156	26	1	0	0	npc/re/warps/fields/prontera_fild.txt:121
prt_fild08a	233	16	moc_fild01	238	378	1	0	0	npc/re/warps/fields/prontera_fild.txt:125
prt_fild08a	371	212	izlude_a	24	98	0	0	0	npc/re/warps/cities/izlude.txt:59
prt_fild08b	16	187	prt_fild07	380	186	1	0	0	npc/re/warps/fields/prontera_fild.txt:114
prt_fild08b	16	239	prt_fild07	379	239	1	0	0	npc/re/warps/fields/prontera_fild.txt:118
prt_fild08b	55	21	moc_fild01	56	380	1	0	0	npc/re/warps/fields/prontera_fild.txt:130
prt_fild08b	170	378	prontera	156	26	1	0	0	npc/re/warps/fields/prontera_fild.txt:122
prt_fild08b	233	16	moc_fild01	238	378	1	0	0	npc/re/warps/fields/prontera_fild.txt:126
prt_fild08b	371	212	izlude_b	24	98	0	0	0	npc/re/warps/cities/izlude.txt:60
prt_fild08c	16	187	prt_fild07	380	186	1	0	0	npc/re/warps/fields/prontera_fild.txt:115
prt_fild08c	16	239	prt_fild07	379	239	1	0	0	npc/re/warps/fields/prontera_fild.txt:119
prt_fild08c	55	21	moc_fild01	56	380	1	0	0	npc/re/warps/fields/prontera_fild.txt:131
prt_fild08c	170	378	prontera	156	26	1	0	0	npc/re/warps/fields/prontera_fild.txt:123
prt_fild08c	233	16	moc_fild01	238	378	1	0	0	npc/re/warps/fields/prontera_fild.txt:127
prt_fild08c	371	212	izlude_c	24	98	0	0	0	npc/re/warps/cities/izlude.txt:61
prt_fild08d	16	187	prt_fild07	380	186	1	0	0	npc/re/warps/fields/prontera_fild.txt:116
prt_fild08d	16	239	prt_fild07	379	239	1	0	0	npc/re/warps/fields/prontera_fild.txt:120
prt_fild08d	55	21	moc_fild01	56	380	1	0	0	npc/re/warps/fields/prontera_fild.txt:132
prt_fild08d	170	378	prontera	156	26	1	0	0	npc/re/warps/fields/prontera_fild.txt:124
prt_fild08d	233	16	moc_fild01	238	378	1	0	0	npc/re/warps/fields/prontera_fild.txt:128
prt_fild08d	371	212	izlude_d	24	98	0	0	0	npc/re/warps/cities/izlude.txt:62
prt_fild09	14	124	prt_fild10	336	126	0	0	0	npc/re/warps/fields/prontera_fild.txt:91
prt_fild09	14	139	prt_fild10	336	126	0	0	0	npc/re/warps/fields/prontera_fild.txt:92
prt_fild09	87	380	prt_fild07	84	16	0	0	0	npc/re/warps/fields/prontera_fild.txt:98
prt_fild09	224	380	prt_fild07	206	15	0	0	0	npc/re/warps/fields/prontera_fild.txt:93
