# GENERATED by Hercules/tools/export_quest_locations.py from npc scripts.
# quest_id	npc	map	x	y	hunt_zone	source
3091	Expedition Scout	man_fild01	315	95		npc/quests/quests_13_1.txt
3092	Staff Officer Abidal	mid_campin	94	118		npc/quests/quests_13_1.txt
3093	Expedition Scout	man_fild01	315	95		npc/quests/quests_13_1.txt
3094	Hibba Agip	mid_campin	90	121		npc/quests/quests_13_1.txt
3100	Muff	comodo	224	187		npc/quests/quests_nameless.txt
3101	Muff	comodo	224	187		npc/quests/quests_nameless.txt
3102	Muff	comodo	224	187		npc/quests/quests_nameless.txt
3103	Muff	comodo	224	187		npc/quests/quests_nameless.txt
3104	Muff	comodo	224	187		npc/quests/quests_nameless.txt
3105	Muff	comodo	224	187		npc/quests/quests_nameless.txt
3106	Muff	comodo	224	187		npc/quests/quests_nameless.txt
3107	Muff	comodo	224	187		npc/quests/quests_nameless.txt
3108	Muff	comodo	224	187		npc/quests/quests_nameless.txt
3109	Muff	comodo	224	187		npc/quests/quests_nameless.txt
3110	Ibrahim	moc_ruins	152	147		npc/quests/quests_nameless.txt
3111	Ibrahim	moc_ruins	152	147		npc/quests/quests_nameless.txt
3112	Ibrahim	moc_ruins	152	147		npc/quests/quests_nameless.txt
3113	Ibrahim	moc_ruins	152	147		npc/quests/quests_nameless.txt
3114	Ibrahim	moc_ruins	152	147		npc/quests/quests_nameless.txt
3115	Ibrahim	moc_ruins	152	147		npc/quests/quests_nameless.txt
3116	Ibrahim	moc_ruins	152	147		npc/quests/quests_nameless.txt
3117	Ibrahim	moc_ruins	152	147		npc/quests/quests_nameless.txt
3118	Ibrahim	moc_ruins	152	147		npc/quests/quests_nameless.txt
3119	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3120	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3121	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3122	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3123	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3124	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3125	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3126	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3127	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3128	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3129	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3130	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3131	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3132	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3133	Wanted Notice	prontera	150	326		npc/quests/quests_nameless.txt
3134	Chief Officer	prontera	148	326		npc/quests/quests_nameless.txt
3135	Yggdrasil Gatekeeper	nyd_dun02	100	201		npc/instances/NydhoggsNest.txt
3136	Yggdrasil Gatekeeper	nyd_dun02	100	201		npc/instances/NydhoggsNest.txt
3200	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3201	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3202	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3203	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3204	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3205	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3206	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3207	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3208	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3209	Sage Serpeone	mid_camp	235	250	niflheim	npc/re/jobs/3-1/rune_knight.txt
3210	Sage Serpeone	mid_camp	235	250	nif_fild01	npc/re/jobs/3-1/rune_knight.txt
3211	Sage Serpeone	mid_camp	235	250	niflheim	npc/re/jobs/3-1/rune_knight.txt
3212	Sage Serpeone	mid_camp	235	250	niflheim	npc/re/jobs/3-1/rune_knight.txt
3213	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3214	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3215	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3216	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3217	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3218	Splendid-Looking Knight	prt_in	162	24		npc/re/jobs/3-1/rune_knight.txt
3219	Rune Knight Captain	job3_rune01	80	60		npc/re/jobs/3-1/rune_knight.txt
3220	Rune Knight Lunarea	job3_rune01	90	50		npc/re/jobs/3-1/rune_knight.txt
3250			0	0	moc_pryd02	quest_db
3251			0	0	cmd_fild03	quest_db
3252			0	0	beach_dun	quest_db
3255			0	0	prt_maze01	quest_db
3257			0	0	pay_dun03	quest_db
3259			0	0	gl_in01	quest_db
3260			0	0	gl_chyard	quest_db
3261			0	0	pay_dun02	quest_db
4000	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4001	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4002	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4003	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4004	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4005	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4006	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4007	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4008	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4009	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4010	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4011	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4012	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4013	Hunter Guildsman	hu_in01	386	373		npc/jobs/2-1/hunter.txt
4133	Shaman	brasilis	315	334		npc/re/quests/quests_brasilis.txt
4134	Shaman	brasilis	315	334		npc/re/quests/quests_brasilis.txt
4135	Shaman	brasilis	315	334		npc/re/quests/quests_brasilis.txt
4154	Viorel	job3_gen01	12	44		npc/re/quests/homun_s.txt
4155	Viorel	job3_gen01	12	44		npc/re/quests/homun_s.txt
4156	Viorel	que_house_s	24	47		npc/re/quests/homun_s.txt
4157	Jeyna	que_house_s	80	42		npc/re/quests/homun_s.txt
4158	Magic Board	que_house_s	83	47		npc/re/quests/homun_s.txt
4159	Viorel	job3_gen01	12	44		npc/re/quests/homun_s.txt
4160	Jeyna	que_house_s	80	42		npc/re/quests/homun_s.txt
4161	Tutorial Goal	moc_para01	32	179		npc/re/quests/eden/eden_tutorial.txt
4162	Siege Master	moc_para01	24	175		npc/re/quests/eden/eden_tutorial.txt
4163	Party Recruiting Expert	moc_para01	21	172		npc/re/quests/eden/eden_tutorial.txt
4164	Battleground Master	moc_para01	12	179		npc/re/quests/eden/eden_tutorial.txt
4165	Memorial Dungeon Expert	moc_para01	28	167		npc/re/quests/eden/eden_tutorial.txt
4166	Tutorial Goal	moc_para01	32	179		npc/re/quests/eden/eden_tutorial.txt
4167			0	0	tur_dun01	quest_db
4168			0	0	tur_dun01	quest_db
4169			0	0	beach_dun	quest_db
4170			0	0	c_tower1	quest_db
4171			0	0	c_tower3	quest_db
4172			0	0	mosk_dun02	quest_db
4173			0	0	lou_dun02	quest_db
4174			0	0	ama_dun01	quest_db
4175			0	0	gon_dun01	quest_db
4176			0	0	gef_fild06	quest_db
4177			0	0	lhz_fild01	quest_db
4178			0	0	ein_dun01	quest_db
4179			0	0	ein_dun01	quest_db
4180			0	0	abyss_01	quest_db
4181			0	0	tur_dun02	quest_db
4182			0	0	tur_dun02	quest_db
4183			0	0	tur_dun03	quest_db
4184			0	0	gl_prison	quest_db
4185			0	0	gl_prison	quest_db
4186			0	0	gl_chyard	quest_db
4187			0	0	ve_fild01	quest_db
4188			0	0	ice_dun01	quest_db
4189			0	0	ice_dun01	quest_db
4190			0	0	ama_dun01	quest_db
4191			0	0	gon_dun03	quest_db
4192			0	0	gef_dun02	quest_db
4193			0	0	ein_dun02	quest_db
4194			0	0	thor_v02	quest_db
4195			0	0	beach_dun	quest_db
4196			0	0	nif_fild01	quest_db
4197	Weird Entrance	mal_dun01	153	237		npc/re/instances/octopus_cave.txt
4229	Cave Entrance	ma_fild02	315	323		npc/re/instances/BuwayaCave.txt
4254	Eirinn	ecl_in02	160	36		npc/re/quests/quests_eclage.txt
4255	Bourbon	ecl_in03	175	69	ecl_fild01	npc/re/quests/quests_eclage.txt
4256	Cecilia	ecl_in01	26	88		npc/re/quests/quests_eclage.txt
4257	Cecilia	ecl_in01	26	88		npc/re/quests/quests_eclage.txt
4258	Eirinn	ecl_in02	160	36		npc/re/quests/quests_eclage.txt
4259	Bourbon	ecl_in03	175	69		npc/re/quests/quests_eclage.txt
4260	Cecilia	ecl_in01	26	88		npc/re/quests/quests_eclage.txt
4261	Eirinn	ecl_in02	160	36		npc/re/quests/quests_eclage.txt
4262	Eirinn	ecl_in02	160	36		npc/re/quests/quests_eclage.txt
4263	Bourbon	ecl_in03	175	69		npc/re/quests/quests_eclage.txt
4264	Bourbon	ecl_in03	175	69		npc/re/quests/quests_eclage.txt
4265	Cecilia	ecl_in01	26	88		npc/re/quests/quests_eclage.txt
4268	Ninja Guide	iz_ac02	140	139		npc/re/jobs/novice/academy.txt
4269	Academy Receptionist	iz_ac01	100	39		npc/re/jobs/novice/academy.txt
4275			0	0	xmas_dun01	quest_db
4276			0	0	int_land	quest_db
4277			0	0	prt_maze01	quest_db
4278			0	0	pay_fild02	quest_db
4282			0	0	xmas_dun01	quest_db
4283			0	0	int_land	quest_db
4284			0	0	prt_maze01	quest_db
4285			0	0	pay_fild02	quest_db
5000	Roda Frog	gef_fild07	108	161		npc/quests/newgears/2010_headgears.txt
5001			0	0	in_sphinx5	quest_db
5004			0	0	prt_maze01	quest_db
5016	Raffle Researcher	mora	31	138		npc/re/quests/quests_mora.txt
5017	Raffle Researcher	mora	31	138		npc/re/quests/quests_mora.txt
5018	Raffle Researcher	mora	31	138		npc/re/quests/quests_mora.txt
5019	Raffle Researcher	mora	31	138		npc/re/quests/quests_mora.txt
5020	Raffle Researcher	mora	31	138		npc/re/quests/quests_mora.txt
5023	Raffle Researcher	mora	31	138		npc/re/quests/quests_mora.txt
5024	Raffle Researcher	mora	31	138		npc/re/quests/quests_mora.txt
5028	Raffle Researcher	mora	31	138		npc/re/quests/quests_mora.txt
5029	Black Shadow	mora	114	79		npc/re/quests/quests_mora.txt
5030	Black Shadow	mora	114	79		npc/re/quests/quests_mora.txt
5031	Black Shadow	mora	114	79		npc/re/quests/quests_mora.txt
5032	Black Shadow	mora	114	79		npc/re/quests/quests_mora.txt
5033	Black Shadow	mora	114	79		npc/re/quests/quests_mora.txt
5034	Black Shadow	mora	114	79		npc/re/quests/quests_mora.txt
5035	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5036	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5037	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5038	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5039	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5040	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5041	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5042	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5043	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5044	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5045	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5046	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5047	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5048	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5049	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5050	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5051	Memo	dewata	109	262		npc/re/quests/quests_dewata.txt
5052	Gatti	dew_fild01	127	240		npc/re/quests/quests_dewata.txt
5053	Gatti	dew_fild01	127	240		npc/re/quests/quests_dewata.txt
5054	Gatti	dew_fild01	127	240		npc/re/quests/quests_dewata.txt
5055			0	0	bra_fild01	quest_db
5056			0	0	ayo_dun02	quest_db
5058	Cat Gamers Director	mal_in01	31	210		npc/re/quests/quests_malangdo.txt
5059	Strange Cat	malangdo	127	111		npc/re/quests/quests_malangdo.txt
5060	Cat Gamers Director	mal_in01	31	210		npc/re/quests/quests_malangdo.txt
5061	Cat Gamers Director	mal_in01	31	210		npc/re/quests/quests_malangdo.txt
5062	Eryu	malangdo	161	197		npc/re/quests/quests_malangdo.txt
5063	Stew	malangdo	230	197		npc/re/quests/quests_malangdo.txt
5064	Ketchup	malangdo	244	144		npc/re/quests/quests_malangdo.txt
5065	Eff	malangdo	181	119		npc/re/quests/quests_malangdo.txt
5066	Cat Gamers Director	mal_in01	31	210		npc/re/quests/quests_malangdo.txt
5067	Strange Cat	malangdo	127	111		npc/re/quests/quests_malangdo.txt
5068	Cat Gamers Director	mal_in01	31	210		npc/re/quests/quests_malangdo.txt
5069	Cat Gamers Director	mal_in01	31	210		npc/re/quests/quests_malangdo.txt
5070	Ser	mal_in01	91	216		npc/re/quests/quests_malangdo.txt
5071	Kuka	mal_in01	91	222		npc/re/quests/quests_malangdo.txt
5072	KungKung	mal_in01	134	221		npc/re/quests/quests_malangdo.txt
5073	Leader	mal_in01	133	214		npc/re/quests/quests_malangdo.txt
5074	Ser	mal_in01	91	216	iz_dun03	npc/re/quests/quests_malangdo.txt
5075	Ser	mal_in01	91	216	iz_dun02	npc/re/quests/quests_malangdo.txt
5076	Ser	mal_in01	91	216	ra_fild06	npc/re/quests/quests_malangdo.txt
5077	Ser	mal_in01	91	216	gl_prison1	npc/re/quests/quests_malangdo.txt
5078	Ser	mal_in01	91	216	moc_fild01	npc/re/quests/quests_malangdo.txt
5079	Ser	mal_in01	91	216		npc/re/quests/quests_malangdo.txt
5080	Ser	mal_in01	91	216		npc/re/quests/quests_malangdo.txt
5081	Ser	mal_in01	91	216		npc/re/quests/quests_malangdo.txt
5082	Ser	mal_in01	91	216		npc/re/quests/quests_malangdo.txt
5083	Ser	mal_in01	91	216		npc/re/quests/quests_malangdo.txt
5084	Eryu	malangdo	161	197		npc/re/quests/quests_malangdo.txt
5085	Ser	mal_in01	91	216		npc/re/quests/quests_malangdo.txt
5086	Stew	malangdo	230	197		npc/re/quests/quests_malangdo.txt
5087	Ser	mal_in01	91	216		npc/re/quests/quests_malangdo.txt
5088	Ketchup	malangdo	244	144		npc/re/quests/quests_malangdo.txt
5089	Ser	mal_in01	91	216		npc/re/quests/quests_malangdo.txt
5090	Eff	malangdo	181	119		npc/re/quests/quests_malangdo.txt
5094			0	0	int_land	quest_db
5095			0	0	prt_maze01	quest_db
5096			0	0	prt_maze01	quest_db
5097			0	0	moc_fild07	quest_db
5109	Giacomo Girolamo	lighthalzen	303	303		npc/re/instances/WolfchevLaboratory.txt
5110	Researcher	que_lhz	206	74		npc/re/instances/WolfchevLaboratory.txt
5111	Researcher	que_lhz	147	224		npc/re/instances/WolfchevLaboratory.txt
5112	Laboratory Entrance	lhz_dun04	147	279		npc/re/instances/WolfchevLaboratory.txt
5131	Start	que_ng	28	156		npc/re/jobs/2e/kagerou_oboro.txt
5132	Old Man	job_ko	25	115		npc/re/jobs/2e/kagerou_oboro.txt
5133	Old Man	job_ko	25	115		npc/re/jobs/2e/kagerou_oboro.txt
5134	Old Man	job_ko	25	115		npc/re/jobs/2e/kagerou_oboro.txt
5135	Old Man	job_ko	25	115		npc/re/jobs/2e/kagerou_oboro.txt
5136	Old Man	job_ko	25	115		npc/re/jobs/2e/kagerou_oboro.txt
5137	Old Man	job_ko	25	115		npc/re/jobs/2e/kagerou_oboro.txt
5138	Old Man	job_ko	25	115		npc/re/jobs/2e/kagerou_oboro.txt
5139	Kuuga Gai	job_ko	81	124		npc/re/jobs/2e/kagerou_oboro.txt
5140	Sight	job_ko	57	16		npc/re/jobs/2e/kagerou_oboro.txt
5141	Kuuga Gai	job_ko	81	124		npc/re/jobs/2e/kagerou_oboro.txt
5142	Red Leopard Joe	job_ko	127	125		npc/re/jobs/2e/kagerou_oboro.txt
5143	Red Leopard Joe	job_ko	127	125		npc/re/jobs/2e/kagerou_oboro.txt
5144	Red Leopard Joe	job_ko	127	125		npc/re/jobs/2e/kagerou_oboro.txt
5145	Red Leopard Joe	job_ko	127	125		npc/re/jobs/2e/kagerou_oboro.txt
5146	Old Man	job_ko	25	115		npc/re/jobs/2e/kagerou_oboro.txt
5149	Lusa's Desk	iz_ac02	131	82	prt_fild05	npc/re/jobs/novice/academy.txt
5150	Lusa's Desk	iz_ac02	131	82	treasure_n1	npc/re/jobs/novice/academy.txt
5151	Lusa's Desk	iz_ac02	131	82	prt_fild00	npc/re/jobs/novice/academy.txt
5152	Lusa's Desk	iz_ac02	131	82	prt_maze01	npc/re/jobs/novice/academy.txt
5153	Refinery Owner Han	izlude	153	126		npc/re/jobs/novice/academy.txt
5154	Refinery Owner Han	izlude	153	126		npc/re/jobs/novice/academy.txt
5155	Refinery Owner Han	izlude	153	126		npc/re/jobs/novice/academy.txt
5156	Refinery Owner Han	izlude	153	126		npc/re/jobs/novice/academy.txt
5157	Enchanter Mounds	izlude	96	125		npc/re/jobs/novice/academy.txt
5158	Enchanter Mounds	izlude	96	125		npc/re/jobs/novice/academy.txt
5159	Enchanter Mounds	izlude	96	125		npc/re/jobs/novice/academy.txt
5160	Metheus Sylphe	yuno_in02	88	164		npc/jobs/valkyrie.txt
5162			0	0	in_sphinx1	quest_db
5163			0	0	c_tower1	quest_db
5164			0	0	tur_dun01	quest_db
5165			0	0	yuno_fild02	quest_db
5166			0	0	gl_cas02	quest_db
5167			0	0	gef_fild06	quest_db
5168			0	0	c_tower2	quest_db
5170			0	0	ice_dun01	quest_db
5171			0	0	gl_chyard	quest_db
5172			0	0	ve_fild01	quest_db
5173			0	0	tur_dun02	quest_db
5175			0	0	ra_fild01	quest_db
5176			0	0	beach_dun	quest_db
5177			0	0	spl_fild02	quest_db
5178			0	0	gl_dun02	quest_db
5179			0	0	gl_cas02	quest_db
5180			0	0	spl_fild01	quest_db
5181			0	0	moc_pryd04	quest_db
5182			0	0	abyss_01	quest_db
6005	Kid	morocc_in	174	30		npc/jobs/2-2e/SoulLinker.txt
6006	Kid	morocc_in	174	30		npc/jobs/2-2e/SoulLinker.txt
6007	Kid	morocc_in	174	30		npc/jobs/2-2e/SoulLinker.txt
6008	Maia	job_soul	30	31		npc/jobs/2-2e/SoulLinker.txt
6010	Tzerero	aldeba_in	223	167		npc/jobs/novice/supernovice.txt
6015	Kuuga Gai	que_ng	30	65		npc/jobs/1-1e/ninja.txt
6018	Kuuga Gai	que_ng	30	65		npc/jobs/1-1e/ninja.txt
6020	Master Miller	que_ng	152	167		npc/jobs/1-1e/gunslinger.txt
6024	Master Miller	que_ng	152	167		npc/jobs/1-1e/gunslinger.txt
6025	KVM Waiting Room	bat_room	169	205		npc/battleground/kvm/kvm01.txt
7000	Aile	job_duncer	43	93		npc/jobs/2-2/dancer.txt
7001	Aile	job_duncer	43	93		npc/jobs/2-2/dancer.txt
7002	Aile	job_duncer	43	93		npc/jobs/2-2/dancer.txt
7003	Aile	job_duncer	43	93		npc/jobs/2-2/dancer.txt
7004	Aile	job_duncer	43	93		npc/jobs/2-2/dancer.txt
7005	Aile	job_duncer	43	93		npc/jobs/2-2/dancer.txt
7006	Bijou	job_duncer	95	93		npc/jobs/2-2/dancer.txt
7007	Moohyun	payon	215	102		npc/jobs/2-1e/StarGladiator.txt
7008	Moohyun	payon	215	102		npc/jobs/2-1e/StarGladiator.txt
7009	Moohyun	payon	215	102		npc/jobs/2-1e/StarGladiator.txt
7010	Moohyun	payon	215	102		npc/jobs/2-1e/StarGladiator.txt
7011	Wandering Master	comodo	172	230		npc/jobs/2-1e/StarGladiator.txt
7012	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7013	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7014	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7015	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7016	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7017	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7018	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7019	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7020	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7021	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7022	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7023	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7024	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7025	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7026	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7027	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7028	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7029	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7030	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7031	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7032	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7033	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7034	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7035	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7036	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7037	Pursuit Party Leader	mid_campin	68	185		npc/quests/quests_13_1.txt
7041	Defaria	mid_camp	256	272		npc/quests/quests_13_1.txt
7042	Breeder Taab	mid_camp	143	306		npc/quests/quests_13_1.txt
7043	Breeder Taab	mid_camp	143	306		npc/quests/quests_13_1.txt
7044	Breeder Taab	mid_camp	143	306		npc/quests/quests_13_1.txt
7045	Breeder Taab	mid_camp	143	306		npc/quests/quests_13_1.txt
7046	Breeder Taab	mid_camp	143	306		npc/quests/quests_13_1.txt
7047	Breeder Taab	mid_camp	143	306		npc/quests/quests_13_1.txt
7048	Entrance Guide	tha_t02	231	161		npc/quests/thana_quest.txt
7049	Entrance Guide	tha_t02	231	161		npc/quests/thana_quest.txt
7050	Entrance Guide	tha_t02	231	161		npc/quests/thana_quest.txt
7051	Entrance Guide	tha_t02	231	161		npc/quests/thana_quest.txt
7052	Entrance Guide	tha_t02	231	161		npc/quests/thana_quest.txt
7053	Entrance Guide	tha_t02	231	161		npc/quests/thana_quest.txt
7054	Myu	gef_fild05	80	149	ra_fild06	npc/quests/newgears/2008_headgears.txt
7055	Myu	gef_fild05	80	149	brasilis	npc/quests/newgears/2008_headgears.txt
7056	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7057	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7058	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7059	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7060	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7061	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7062	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7063	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7064	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7065	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7066	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7067	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7068	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7069	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7070	Splendide Guard	spl_in01	32	306		npc/quests/quests_13_2.txt
7071	Arc	spl_in02	236	92		npc/quests/quests_13_2.txt
7074	Manuk Galtun	manuk	252	116	nyd_dun01	npc/quests/quests_13_2.txt
7075	Manuk Galtun	manuk	252	116	nyd_dun01	npc/quests/quests_13_2.txt
7076	Pet Breeder	mid_camp	146	306		npc/quests/quests_13_2.txt
7077	Pet Breeder	mid_camp	146	306		npc/quests/quests_13_2.txt
7078	Pet Breeder	mid_camp	146	306		npc/quests/quests_13_2.txt
7079	Manuk Engineer	man_in01	378	276		npc/quests/quests_13_2.txt
7080	Manuk Engineer	man_in01	378	276		npc/quests/quests_13_2.txt
7081	Laphine Craftsman	spl_in01	97	313		npc/quests/quests_13_2.txt
7082	Laphine Craftsman	spl_in01	97	313		npc/quests/quests_13_2.txt
7091	Daora	job3_guil01	82	95		npc/re/jobs/3-1/guillotine_cross.txt
7092	Daora	job3_guil01	82	95		npc/re/jobs/3-1/guillotine_cross.txt
7093	Daora	job3_guil01	82	95		npc/re/jobs/3-1/guillotine_cross.txt
7094	Daora	job3_guil01	82	95		npc/re/jobs/3-1/guillotine_cross.txt
7095	Daora	job3_guil01	82	95		npc/re/jobs/3-1/guillotine_cross.txt
7101	Guild Member	que_job01	75	96		npc/re/jobs/3-1/guillotine_cross.txt
7104	Girl	veins	223	180		npc/re/jobs/3-1/guillotine_cross.txt
7105	Girl	veins	223	180		npc/re/jobs/3-1/guillotine_cross.txt
7106	Girl	veins	223	180		npc/re/jobs/3-1/guillotine_cross.txt
7109	Girl	ve_fild02	330	384		npc/re/jobs/3-1/guillotine_cross.txt
7110	Girl	ve_fild02	330	384		npc/re/jobs/3-1/guillotine_cross.txt
7111	Renzak	job3_guil03	146	70		npc/re/jobs/3-1/guillotine_cross.txt
7112	Waitress	ve_in	228	108		npc/re/jobs/3-1/guillotine_cross.txt
7113	Young Merchant	ve_in	246	303		npc/re/jobs/3-1/guillotine_cross.txt
7114	Vigilante	veins	291	215		npc/re/jobs/3-1/guillotine_cross.txt
7115	Peddler	veins	187	143		npc/re/jobs/3-1/guillotine_cross.txt
7116	Old Man	veins	235	126		npc/re/jobs/3-1/guillotine_cross.txt
7122			0	0	int_land	quest_db
7123			0	0	moc_fild07	quest_db
7124			0	0	prt_maze01	quest_db
7127			0	0	pay_fild01	quest_db
7128	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7129	Instructor Boya	moc_para01	25	35	moc_fild11	npc/re/quests/eden/eden_quests.txt
7130	Instructor Boya	moc_para01	25	35	moc_fild11	npc/re/quests/eden/eden_quests.txt
7131	Instructor Boya	moc_para01	25	35	moc_fild11	npc/re/quests/eden/eden_quests.txt
7132	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7133	Instructor Boya	moc_para01	25	35		npc/re/quests/eden/eden_quests.txt
7134	Instructor Boya	moc_para01	25	35	prt_sewb1	npc/re/quests/eden/eden_quests.txt
